label,doc
notEnglishFootballDocs,"The weaponisation of the Mueller report began as soon as Attorney General William Barr published his summary. ""The investigation did not establish that members of the Trump campaign conspired or coordinated with the Russian government in its election interference activities."" With that line, cheers will have gone up at Mar-a-Lago in Florida, where the president was staying for the weekend. Donald Trump was jubilant, tweeting ""No Collusion. No Obstruction. Complete and Total EXONERATION. KEEP AMERICA GREAT!"" Later he told reporters the Mueller investigation ""was an illegal takedown that failed"". The statements came thick and fast. Donald Trump Jr railed at the ""sick"" and ""twisted"" media conspiracy that has overshadowed his father's presidency. For Donald Trump and the Republicans, on the face of it, the report is a gift as they head in to the 2020 campaign - a powerful example of a deep conspiracy to uncouple Mr Trump from power. But for the Democrats, the Mueller report represents something else entirely. They pointed to another line in the summary, relating specifically to obstruction of justice. It says that the special counsel did a thorough ""factual investigation"" into the actions of the president, and ""ultimately determined not to make a traditional prosecutorial judgement"". It goes on: ""The special counsel states that while this report does not conclude that the president committed a crime, it also does not exonerate him."" Attorney General Barr wrote that the decision about whether or not President Trump's behaviour had crossed the threshold of criminality was left to him. And what was that decision? Mr Barr wrote: ""The report identifies no actions that, in our judgement, constitute obstructive conduct."" Democrats are not content to take the attorney general's word for it. They now have an even more compelling reason to fight tooth and nail to see not only Mr Mueller's entire report, but the evidence that underpins it, so they can decide for themselves. They will go all the way to the Supreme Court to try to make that happen, setting up an epic legal battle between the White House and Democrats in Congress. And thus the Mueller investigation has created two parallel worlds in Washington, a place where commonly agreed upon facts are already hard to come by. As long as the vast majority of the report remains secret, that will continue to be the case."
notEnglishFootballDocs,"Donald Trump's declaration that it is ""time to recognise"" Israel's sovereignty over the Golan Heights has been described as ""illegal"", ""irresponsible"" and a ""direct violation of United Nations"" decisions. The president's announcement signalled a shift in US policy and comes ahead of the Israeli prime minister's planned visit to the White House next week. However, it has been met with condemnation from around the region - most notably from Syria, who Israel seized the area from during the 1967 Middle East war, annexing it in 1981. A foreign ministry statement said that Mr Trump's comments confirm ""the blind bias of the United States to the Zionist entity"", referring to Israel. It added the policy shift will not change ""the fact that the Golan was and will remain Arab and Syrian"". Russia's foreign ministry said in a statement that a change in the status of the Golan Heights would be a ""direct violation of United Nations decisions"". A spokesman for Iran's foreign ministry, quoted on state TV, said: ""This illegal and unacceptable recognition does not change the fact that it belongs to Syria."" The US president made his announcement on Twitter, writing: ""After 52 years it is time for the United States to fully recognise Israel's Sovereignty over the Golan Heights, which is of critical strategic and security importance to the State of Israel and Regional Stability!"" The Golan is internationally recognised as occupied territory and Syria has demanded its return as a condition in the event of a future peace agreement. Mr Trump's tweet was posted during his secretary of state Mike Pompeo's visit to Jerusalem, although Mr Pompeo declined to comment on the president's remarks. Israeli Prime Minister Benjamin Netanyahu thanked the US president for ""boldly"" recognising Israel's control over the territory. He tweeted: ""At a time when Iran seeks to use Syria as a platform to destroy Israel, President Trump boldly recognises Israeli sovereignty over the Golan Heights. Thank you President Trump!"""
notEnglishFootballDocs,"Donald Trump has come under fire from his own party after unleashing a bizarre tirade against the late Republican Senator John McCain. His attacks on Mr McCain, who died from brain cancer last year, came to a head during a speech at an Ohio factory on Wednesday night. Talking about Mr McCain's funeral he said: ""I gave him the kind of funeral that he wanted, which as president I had to approve."" ""I don't care about this, I didn't get a thank you. That's okay."" He also said: ""I never liked him much... I really probably never will."" Meghan McCain, the late senator's daughter, said the president had reached ""a new, bizarre low - attacking someone who is not here is a new low"". She added: ""If I had told my dad... he would think it is so hilarious that our president was so jealous of him that he was dominating the news cycle in death."" Mr McCain arranged his own funeral before he died and invited former presidents including Barack Obama, who beat him in the 2008 election, but not Mr Trump, who just signed off the arrangements. Mr Trump also repeated his complaint that Mr McCain voted against repealing Obamacare and that he was not supportive of military veterans. Over the weekend, Mr Trump tweeted that Mr McCain backed an unverified dossier that claimed there were links between Trump and Vladimir Putin. He went on to say that Mr McCain sent the dossier to the FBI and the media before the 2016 election, in an effort to discredit his candidacy. But now it would seem that Republicans are tired of the president's constant bashing of John McCain. In defence of Mr McCain, Senate Majority Leader Mitch McConnell tweeted that Mr McCain was a ""rare patriot and genuine American hero."" Georgian Senator Johnny Isakson called Mr Trump's comments ""deplorable"", and that he does not care ""if he's the president of the United States, owns all the real estate in New York or is building the greatest immigration system in the world"". Mitt Romney, who was the Republican candidate in the 2012 White House race said: ""I can't understand why the President would, once again, disparage a man as exemplary as my friend John McCain: heroic, courageous, patriotic, honorable, self-effacing, self-sacrificing, empathetic, and driven by duty to family, country, and God"". Even some of Mr Trump's closest allies in the senate are criticising his comments, with Lindsey Graham saying: ""I think the president's comments about Sen. McCain hurt him more than they hurt the legacy of Sen. McCain."" ""A lot of people are coming to John's defence now... I don't like it when he says things about my friend John McCain."""
notEnglishFootballDocs,"Donald Trump has raised the stakes in an ongoing feud with the spouse of one of his closest advisers - describing him as a ""loser"" and the ""husband from hell"". George Conway, the partner of White House aide Kellyanne Conway, has long criticised the US president - accusing him of lying and even claiming that Mr Trump is mentally unfit for office. Following a barrage of ill-tempered tweets sent by Mr Trump over the weekend, Mr Conway accused the president of having narcissistic personality disorder. The president replied: ""George Conway, often referred to as Mr. Kellyanne Conway by those who know him, is VERY jealous of his wife's success &amp; angry that I, with her help, didn't give him the job he so desperately wanted. I barely know him but just take a look, a stone cold LOSER &amp; husband from hell!"" Mr Conway then posted a brief response of Twitter, simply writing: ""You. Are. Nuts."" In 2017, it was reported that Mr Conway was in the running for a job at the Department for Justice, but he later withdrew himself from contention. The president insists the lawyer was actually turned down for the role. Following Mr Trump's latest Twitter outburst, Mr Conway told Reuters: ""The president seems determined to prove the point I've been making."" It is unprecedented in Washington for the spouse of an aide to criticise the president so publicly. The White House has largely stayed out of the public feud due to Mrs Conway's role in the government, but the president's son Eric did wade in in December - calling Mr Conway's actions ""horrible"". In an interview with The New York Times this week, Mr Conway said he uses Twitter to air his frustrations so that he does not argue with his wife when she gets home. He has also denied that he and his wife have a book or movie deal about their unusual situation - describing such a suggestion as ""absurd"". The lawyer refused to comment on whether his spat with the president has affected his career or his marriage. In an interview last year, Mrs Conway said she does not agree with her husband's analysis of the president. She also told the Washington Post that Mr Conway's anti-Trump stance was disrespectful to her, adding: ""It's a violation of basic decency, certainly, if not marital vows."""
notEnglishFootballDocs,"Donald Trump has overturned congress' decision to stop him building his border wall with Mexico, in the first veto of his presidency. The president declared a national emergency last month, in a move to secure around $5.7bn (£4.3bn) in funding for a border wall with Mexico, after a lengthy government shutdown over the issue. 12 Republicans voted with the Democrats on Thursday evening to back a resolution that disapproved of Mr Trump's emergency declaration. Speaking at the signing of the veto in the west wing of the White House, Mr Trump said that congress' decision to overturn the national emergency was ""dangerous"" and ""reckless"". He also reaffirmed his position to the border wall and said ""it is a tremendous national emergency... our immigration system is stretched beyond the breaking point"". ""Congress has the freedom to pass this resolution... I have the duty to veto it."" The president tweeted on Thursday evening after congress voted against his national emergency, saying he looked forward to issuing a veto on the move. By calling a national emergency, Mr Trump wants to divert billions of dollars to build the border wall from the defence budget. The national emergency is still facing several legal challenges in federal courts. House Speaker Nancy Pelosi has said that another counter-vote, will be held on the 26 March. She also called the veto a ""lawless power grab"". In a statement she said: ""On March 26, the House will once again act to protect our Constitution and our democracy from the president's emergency declaration by holding a vote to override his veto."" That vote will need a two-thirds majority in congress - something which is thought to be unlikely to happen, given Mr Trump's support in the house."
notEnglishFootballDocs,"Astronomers have used a ground-breaking technique to observe a planet that lies 129 light years from Earth. The ""super-Jupiter"" has a stormy surface with swirling clouds of iron and silicate - and scientists are describing it as a world unlike any found in our own solar system. Known as HR8799e, the ball of gas is believed to be bigger and much younger than any planet orbiting the sun. Scientists usually have to use indirect methods to study such exoplanets because of the blinding light of their stars. However, astronomers managed to make direct observations using a technique that combines the light from multiple telescopes. This method, known as optical interferometry, enabled four telescopes to work as one - creating an imaging system that was sensitive enough to disentangle light from the planet and its parent star. The snappily named HR8799e was first discovered in 2010 as it orbited a star in the Pegasus constellation. Sylvestre Lacour, from the Paris Observatory in France and the Max Planck Institute for Extraterrestrial Physics, said: ""Our observations suggest a ball of gas illuminated from the interior, with rays of warm light swirling through stormy patches of dark clouds."" Mr Lacour said the observations paint ""a picture of a dynamic atmosphere of a giant exoplanet at birth, undergoing complex physical and chemical processes"". The findings were made by Gravity, an instrument that combines four light beams from the European Southern Observatory's Very Large Telescope Interferometer in Chile. Details about the exoplanet have been published in the Astronomy and Astrophysics journal. Last year, Gravity observed gas swirling at 30% the speed of light just outside the massive black hole at the centre of our galaxy, the Milky Way."
notEnglishFootballDocs,"The female astronaut at the centre of a row over spacesuit sizes has said the first all-women spacewalk was cancelled at her recommendation. Anne McClain was due to join Christina Koch for the first all-female spacewalk from the International Space Station on Friday, but had to pull out because there were not enough medium-sized suits. Ms McClain was swapped out for male astronaut Nick Hague. The astronaut has now explained that she thought the larger spacesuit would be fine for the assignment, but then decided she would need a smaller fit. She tweeted: ""This decision was based on my recommendation. ""Leaders must make tough calls, and I am fortunate to work with a team who trusts my judgement. ""We must never accept a risk that can instead be mitigated. Safety of the crew and execution of the mission come first."" NASA said there is more than one medium-sized spacesuit on the ISS but it would not be ready by Friday. Spacewalks have been either entirely male or a mix of male and female, but never all female. There is no new date set for the next attempt at an all-female spacewalk. Ms McClain also clarified that nothing had been ""cancelled or postponed"" because the work of each walk would still go ahead. She said: ""Tune in - history is made every day up here!"" Ms Koch was chosen to complete the spacewalk because it will be the first of her career."
notEnglishFootballDocs,"Astronomers have discovered that a radio jet from the supermassive black hole at the heart of the Milky Way could be pointed almost directly towards the Earth. By incorporating the world's most powerful telescope, Alma, into an array of sky-scanning antennae, astronomers have managed to pinpoint the radio emission to a smaller region of space than previously thought. The Alma telescope - short for Atacama Large Millimetre Array - promises to probe deeper into space than ever before, and is made up of 50 antennae arranged over a 10km (6.2mile) radius. The $1.3bn (£870m) observatory is based in Chile and works by combining radio waves collected by the antennae to construct images of space. In a new paper led by University of Nijmegen PhD student Sara Issaoun published in the Astrophysical Journal, scientists have for the first time penetrated the foggy cloud of hot gas obscuring the black hole at the centre of our galaxy. They discovered that the radio emission comes from such a small region of space that it looks as though the jet is pointed almost directly at Earth. The team used a technique called very long baseline interferometry (VLBI) which effectively combined many telescopes into a virtual telescope the size of the whole Earth. In doing so, they mapped out the exact properties of the scattering of light which blocks out view of the black hole, known as Sagittarius A* - and by removing this scattering produced the first image of the black hole's surroundings. Ms Issaoun found that the high quality of the unscattered image of the black hole revealed the bulk of the radio emission to come from a region of space about 300 millionth of a degree in the sky. ""This may indicate that the radio emission is produced in a disk of in-falling gas rather than by a radio jet,"" explained Ms Issaoun, who tested several computer models against the data. ""However, that would make Sagittarius A* an exception compared to other radio-emitting black holes. The alternative could be that the radio jet is pointing almost at us."" Such a jet is unlikely to be possible to cause harm to the Earth, but could provide valuable data about the black hole. Future studies of the black hole which collect data at different wavelengths could help increase scientists' understanding of black holes."
notEnglishFootballDocs,"New photographs from the far side of the moon have shown China's lunar probes taking pictures of each other. The images show the lunar rover Jade Rabbit 2 after it was pictured by the explorer Chang'e 4, and vice versa. According to the Chinese space agency, the spacecrafts are working well after landing on the far side of the moon on 3 January. Among other images released is a 360-degree panorama stitched together from 80 photos taken by a camera on the lander after it released the rover on to the lunar surface. Just 12 hours after landing, the rover drove off onto the surface of the Earth's primary satellite. ""It's a small step for the rover, but one giant leap for the Chinese nation,"" Wu Weiren, the chief designer of China's lunar exploration project, told state television. ""This giant leap is a decisive move for our exploration of space and the conquering of the universe,"" he added. The Jade Rabbit 2 rover has six wheels and is powered for six-wheel drive, so even if wheels fail, others will independently continue, state media reported. According to machine translation, the Chinese lunar exploration programme (CLEP) stated: ""The Chinese and foreign scientific loads were working normally, and the detection data was valid. ""It is said that the scientific experiment project carried out smoothly and reached the established goal of the project, marking the successful completion of the mission."" Colour imbalances in the detectors used by the probe to take the first images made the surface look red as they were less sensitive to other wavelengths of light. The rover can drive at a maximum speed of 200 metres (220 yards) per hour, and climb up slopes of up to 20 degrees and navigate over obstacles 20cm (8in) tall. The probe, containing a lander and a rover, was launched on a Long March 3B rocket from Xichang in the south of the country on 8 December. Chang'e 4 and its three predecessors were named after a Chinese goddess, who legend says has lived on the moon for thousands of years."
notEnglishFootballDocs,"A frozen ""super-Earth"" discovered six light years from Earth could be capable of harbouring life, scientists have said. The rocky planet, at least 3.2 times the size of Earth, is orbiting Barnard's Star, one of the closest and most well studied red dwarf stars in the Galaxy and the sun's nearest neighbouring single star. Known as Barnard's star b, its surface temperatures are estimated at minus 150C. Despite this, scientists believe pockets of liquid water, warmed by geothermal activity, could lie beneath the ice capable of harbouring life. As a red dwarf, Barnard's star is smaller, older and much cooler than the sun. Although the planet is much closer to it than the Earth is to the sun, it's surface remains locked in a blanket of ice. Professor Carole Haswell, head of astronomy at the Open University and a member of the international team that announced the discovery in the journal Nature, said: ""While the starlight from Barnard's Star is too feeble for Barnard's Star b to have liquid water on its surface, Barnard's Star b probably has a similar temperature to Jupiter's moon Europa. ""Famously, Europa has a sub-surface ocean which has been considered as a potential habitat for life. It is possible Barnard's Star b may offer similar niches for life. ""Tantalisingly, super-Earths like Barnard's Star b probably sustain geothermal activity for longer than their lower mass counterparts. ""This could be helpful to life by providing sustained heat and the chemicals needed to build complex organic molecules. ""This new discovery offers exciting prospects to learn more about the galaxy's diversity of planetary systems, starting with our own solar system's near neighbours."" The existence of Barnard's star b was confirmed after two decades of observations by the Calar Alto Observatory in Spain using the radial velocity technique. This involves looking for light frequency variations that betray the ""wobble"" an orbiting planet imparts on a star. From these measurements astronomers are able to estimate a planet's mass and orbital period."
notEnglishFootballDocs,"A NASA probe has boldly gone where no spacecraft has gone before by flying to within a record distance of the sun. Less than three months after lift-off, the Parker Solar Probe has managed to get within 15 million miles of the surface of the star. As far away as that sounds (approximately 600 trips around the world), it is the closest any vessel has ever gotten to the sun. Its speed hit 213,000 miles per hour as it penetrated the outer solar atmosphere, which made it more than 900 times faster than the top speed ever recorded by a Formula One car. NASA will not re-establish contact with the probe until it is far enough from the sun to avoid any potential radio interference, but heliophysics division director Nicola Fox said scientists ""cannot wait to get the data"". But the journey is far from over for Parker, which - assuming it survives the harsh conditions - will make 23 even closer approaches to the sun over the next seven years. The next one is scheduled to happen in April. NASA is also expecting Parker - which launched from Cape Canaveral in Florida in August - to repeatedly break its own speed records, achieving a top speed of about 430,000 miles per hour in 2024. It has already become the fastest spacecraft of all-time, besting the speeds recorded by the German-American Helios 2 mission in April 1976. Meanwhile, in other news from the final frontier, staff at the ALMA Observatory in Chile have used data from the European Southern Observatory to reveal a never-before-seen colossal fountain of molecular gas. Powered by a black hole in the brightest galaxy of the Abell 2597 cluster some one billion light-years away, it is hoped that the unprecedented observation could shed light on the life cycle of galaxies."
notEnglishFootballDocs,"The Dutchman announced his retirement from football management in March after a 47-year career that began as a player at Ajax in 1972, before taking over the same club as manager in 1991. Van Gaal spent two years at Old Trafford, qualifying for the Champions League in his first season after the club had finished seventh the season before, and winning the FA Cup in what would turn out to be his final game in management. Looking back, van Gaal wondered whether White Hart Lane might have been a better destination for him in England, given the opportunity to work with young players. ""Tottenham were a better selection because Manchester United were an old team and I knew I would have to transform them,"" van Gaal told BBC Sport. ""Was it the wrong choice? Maybe, but I follow my heart. I worked at the number one team in the Netherlands, Germany, Spain and now also in England. ""They had seven players over 30. We spoke about that at the job interview. In my first year we qualified for the Champions League. In my second we won the FA Cup."" Van Gaal's tenure at Manchester United came to an infamous conclusion, as he was sacked shortly after beating Crystal Palace at Wembley. United had missed out on Champions League qualification on goal difference to Manchester City and supporter disgruntlement over perceived negative football was growing, as Leicester City stormed to an improbable Premier League title. Jose Mourinho was appointed van Gaal's successor, a story the media had been reporting since the previous December and the manner of that appointment still riles van Gaal. ""I can imagine Woodward chooses Mourinho,"" said van Gaal. ""He is a top coach. He has won a lot of titles. More than me. ""What I don't like is Woodward contacting my successor, knowing in his mind he will replace me and he keeps his mouth shut for six months. ""Every Friday I had to go into press conferences and be asked what I thought about the rumours. What does that do to the authority of the coach? ""To win the FA Cup when, for six months, the media has a noose round my neck, is my biggest achievement."" Given that van Gaal's extensive honours list includes three Dutch titles and a Champions League with Ajax, the double at Barcelona and coming within one game of completing the treble with Bayern Munich, that is saying something. Defeat in the 2010 Champions League final to Mourinho's Inter Milan cost the Dutchman that day, and the looming shadow of the Portuguese would hang over van Gaal as he made his managerial bow."
notEnglishFootballDocs,"Amid the celebrations that followed the Carabao Cup final penalty shootout victory over Chelsea last month, there was a major concern for Manchester City supporters. Immediately after the game, Pep Guardiola revealed that injuries to the key duo of Aymeric Laporte and Fernandinho would be keeping them out of action ""for weeks"" to come. Laporte had started more Premier League games for City than any other outfield player this season but at least there were obvious replacements. It was the loss of Fernandinho that was seen as potentially decisive in the title race. Up to that point, City had played only two Premier League games all season without the Brazilian - and they had lost them both. As it has turned out, Manchester City have managed to win five in a row without their holding midfielder. Much of the credit for that must go to Ilkay Gundogan for making light of Fernandinho's absence. He has given everyone a reminder of his versatility. Guardiola has always been an admirer. He described Gundogan as ""an incredible player in all senses"" after the win over Watford last time out in the Premier League and it was easy to see why. The German playmaker dominated possession throughout, making 104 passes in the opposition half and creating more chances than any other player on the pitch. Interestingly, the one other midfielder to hit those passing numbers so far this season is Chelsea's Jorginho. He had been a summer target for City prior to his move to Stamford Bridge, but is yet to earn the reviews that Gundogan is now getting in that deep-lying role. Indeed, it might seem curious that Guardiola was ever interested in using Jorginho there instead. Perhaps the clue is that he still doesn't really see that as Gundogan's position. Speaking after a win over Basel last season, he described him as ""a special player with a lot of personality"" but it almost seemed pointed that he referred to Gundogan as an ""attacking midfielder"" - one of three options there alongside David Silva and Kevin De Bruyne. The 28-year-old can play in that advanced position, of course, but the role that he is currently performing in Fernandinho's absence is the one in which he first captured wider attention during his days at Borussia Dortmund. Jurgen Klopp certainly saw him in this deeper role. ""He has the necessary calm, the eye and the vision,"" said the then Dortmund coach at the time. ""Ilkay now sees bigger spaces and can also find them with long balls. He is strong on the ball while knowing when to make a tackle."" Klopp called him a ""complete player"" and it reflects Gundogan's intelligence that he has been able to revert back to this deeper position so easily. His distribution from there has even added a new dimension - as shown by some of his gorgeous passing in the 7-0 win over Schalke. It was his incisive through-ball that set up Sergio Aguero's second goal. There will still be some reservations. Against Swansea, it was noticeable that the opposition midfielders were able to find space in behind him at times, and it's surely inevitable that he will not be able to provide this City side with the same level of protection as Fernandinho. As well as those games against Schalke and Swansea, City have been a little fortunate that their Premier League fixtures have been against West Ham, Bournemouth and Watford. Gundogan's heatmap for these three games shows that despite being deployed as the deepest of the City midfielders, he has still been able to play in similar areas to before. Would Fernandinho's absence prove more telling against, say, Manchester United? That is something for Guardiola to ponder. But Gundogan has helped City through this passage of games and it may be that this run of results will be seen as crucial come May. No wonder the manager would be happier if his problem solver was tied down to a new deal. ""He knows what we want, he knows what we think about him, but it's the same as other cases like we said in the past,"" Guardiola said recently when discussing contract talks that appear to have stalled despite the fact that Gundogan's deal ends in the summer of 2020. ""The final decision is not in our hands. We try to speak with him, we want him to extend the contract right now. Yesterday would have been better than today, and today better than tomorrow. But if he doesn't want to, we cannot do anything else."" Gundogan has been coy so far, stopping short of confirming his intention to extend his stay. He made a point of saying that he is ""not the youngest any more"" by way of an explanation for taking time to ensure that his decision is the right one. ""It may well be that the next one will be my last big contract,"" he said. ""Such a decision must be well considered."" The delay might prove a shrewd one. For while there are more celebrated players at Manchester City, Gundogan has provided a timely reminder of his quality and his versatility. His importance has been put into sharp focus of late. This is a player worth keeping around. Watch Ilkay Gundogan in action for Manchester City against Fulham live on Sky Sports Premier League from 11.30am this Saturday."
notEnglishFootballDocs,"Sweden international Lindelof has been a mainstay at centre-back under Solskjaer, featuring in all but three of the 19 games since the Norwegian took caretaker-charge in December, forming a consistent partnership with Chris Smalling. Solskjaer has lost just once in 13 Premier League games since taking charge, moving United to within three points of third-placed Tottenham, which has seen him become favourite for the job. United, according to reports, could announce the appointment of Solskjaer this week. Asked by Sky Sports about Solskjaer's future, Lindelof said: ""If he gets the job, I will be pleased. ""It's not my job to decide in the end, but, of course, I'm very happy with the things that he has done since he's arrived. I have nothing bad to say about him. ""He's a legend of the club, so he knows everything about being here as a player, so when he speaks to you, you always listen. He knows what he's talking about because he has been through it all. That's also a very good thing to have. ""He's been amazing since he arrived and he came here with a big smile on his face and I think that was important for all of the players. ""He spoke to me and told me to do the things that I'm good at, to show my abilities and to express myself on the pitch. That was very nice to hear."""
notEnglishFootballDocs,"The midfielder is in the final weeks of his contract at Old Trafford and the Spaniard would be free to leave for free if the 29-year-old is unable to reach an agreement over a new deal before the end of the season. Herrera has been pivotal in United's revival since the arrival of Ole Gunnar Solskjaer and insists his focus will not be distracted as the club fight for a top-four league finish and success in the Champions League. ""It's logical when you have three months left on your contract and it is the international break,"" Herrera told Spanish publication El Periodico. ""I knew something would come out. I take it with a pinch of salt, I'm focusing on playing football in the remaining month and a half of the season. ""The rest I leave to my agent, both a possible contract renewal with United and talks with another club about my departure."" Herrera, who was the subject of strong interest from Athletic Bilbao - the club he left to join United in June 2014 - in January, says he is intent on continuing to repay the support he has received from the fans ""at the biggest club in England"". ""I'm not going crazy about what is going to happen over the next four months because I don't know if my stay here is over,"" he added. ""I enjoy being at the biggest club in England, the fans love me, they have treated me phenomenally and I owe it to them to listen to what they say, but honestly I don't know what is going to happen. ""All I see is trying to win against Watford next week. If you deserve things and if you are an honest and hardworking person, things happen."""
notEnglishFootballDocs,"Mata was an integral part of Van Gaal's team during his two seasons at the Old Trafford helm, and they won the FA Cup together in 2016. The former Chelsea and Valencia midfielder, whose United contract expires at the end of the season, had nothing but praise for the retiring 67-year-old. Referencing a famous 2-1 away victory at Liverpool, in which the Spaniard scored two brilliant goals, he wrote in his weekly blog:""I wish him the best in the next chapter in his life and I would like to thank him for the time that we spent together [including that game at Anfield]. ""He was an amazing coach, a sensitive and honest person despite looking tough on the outside, a man with principles and a great person. Thank you, Louis, I wish you all the best."" Mata recently returned from a spell out with injury in the FA Cup defeat at Wolves and says he is ready to be part of United's pursuit of a top-four finish, which continues against Watford this weekend. ""In terms of training sessions, this week has been a very positive one for me,"" he said. ""I have made the most of the chance to get in top shape after making my return in the FA Cup not long ago. ""I am feeling good and I am looking forward to doing whatever I can to help the team as much as possible."""
